#label:
#1101
-20	-65
-19.9	-64.9767
-19.8	-64.9546
-19.7	-64.9336
-19.6	-64.9136
-19.5	-64.8947
-19.4	-64.8768
-19.3	-64.8599
-19.2	-64.8438
-19.1	-64.8285
-19	-64.814
-18.9	-64.8003
-18.8	-64.7873
-18.7	-64.775
-18.6	-64.7634
-18.5	-64.7524
-18.4	-64.7419
-18.3	-64.732
-18.2	-64.7227
-18.1	-64.7138
-18	-64.7055
-17.9	-64.6975
-17.8	-64.69
-17.7	-64.6829
-17.6	-64.6762
-17.5	-64.6699
-17.4	-64.6639
-17.3	-64.6582
-17.2	-64.6528
-17.1	-64.6477
-17	-64.6429
-16.9	-64.6384
-16.8	-64.6341
-16.7	-64.63
-16.6	-64.6262
-16.5	-64.6226
-16.4	-64.6191
-16.3	-64.6159
-16.2	-64.6128
-16.1	-64.6099
-16	-64.6072
-15.9	-64.6046
-15.8	-64.6021
-15.7	-64.5998
-15.6	-64.5976
-15.5	-64.5956
-15.4	-64.5936
-15.3	-64.5918
-15.2	-64.59
-15.1	-64.5884
-15	-64.5868
-14.9	-64.5853
-14.8	-64.5839
-14.7	-64.5826
-14.6	-64.5814
-14.5	-64.5802
-14.4	-64.5791
-14.3	-64.578
-14.2	-64.577
-14.1	-64.5761
-14	-64.5752
-13.9	-64.5743
-13.8	-64.5735
-13.7	-64.5728
-13.6	-64.5721
-13.5	-64.5714
-13.4	-64.5708
-13.3	-64.5702
-13.2	-64.5696
-13.1	-64.569
-13	-64.5685
-12.9	-64.568
-12.8	-64.5676
-12.7	-64.5671
-12.6	-64.5667
-12.5	-64.5663
-12.4	-64.566
-12.3	-64.5656
-12.2	-64.5653
-12.1	-64.565
-12	-64.5647
-11.9	-64.5644
-11.8	-64.5641
-11.7	-64.5639
-11.6	-64.5636
-11.5	-64.5634
-11.4	-64.5632
-11.3	-64.563
-11.2	-64.5628
-11.1	-64.5626
-11	-64.5624
-10.9	-64.5623
-10.8	-64.5621
-10.7	-64.562
-10.6	-64.5618
-10.5	-64.5617
-10.4	-64.5616
-10.3	-64.5614
-10.2	-64.5613
-10.1	-64.5612
-10	-64.5611
-9.9	-64.561
-9.8	-64.5609
-9.7	-64.5608
-9.6	-64.5608
-9.5	-64.5607
-9.4	-64.5606
-9.3	-64.5605
-9.2	-64.5604
-9.1	-64.5604
-9	-64.5603
-8.9	-64.5603
-8.8	-64.5602
-8.7	-64.5602
-8.6	-64.5601
-8.5	-64.56
-8.4	-64.56
-8.3	-64.56
-8.2	-64.5599
-8.1	-64.5599
-8	-64.5598
-7.9	-64.5598
-7.8	-64.5598
-7.7	-64.5597
-7.6	-64.5597
-7.5	-64.5597
-7.4	-64.5596
-7.3	-64.5596
-7.2	-64.5596
-7.1	-64.5596
-7	-64.5595
-6.9	-64.5595
-6.8	-64.5595
-6.7	-64.5595
-6.6	-64.5594
-6.5	-64.5594
-6.4	-64.5594
-6.3	-64.5594
-6.2	-64.5594
-6.1	-64.5594
-6	-64.5593
-5.9	-64.5593
-5.8	-64.5593
-5.7	-64.5593
-5.6	-64.5593
-5.5	-64.5593
-5.4	-64.5593
-5.3	-64.5593
-5.2	-64.5592
-5.1	-64.5592
-5	-64.5592
-4.9	-64.5592
-4.8	-64.5592
-4.7	-64.5592
-4.6	-64.5592
-4.5	-64.5592
-4.4	-64.5592
-4.3	-64.5592
-4.2	-64.5592
-4.1	-64.5592
-4	-64.5592
-3.9	-64.5592
-3.8	-64.5592
-3.7	-64.5592
-3.6	-64.5592
-3.5	-64.5592
-3.4	-64.5592
-3.3	-64.5592
-3.2	-64.5592
-3.1	-64.5592
-3	-64.5592
-2.9	-64.5592
-2.8	-64.5592
-2.7	-64.5592
-2.6	-64.5592
-2.5	-64.5592
-2.4	-64.5592
-2.3	-64.5592
-2.2	-64.5592
-2.1	-64.5592
-2	-64.5592
-1.9	-64.5592
-1.8	-64.5592
-1.7	-64.5592
-1.6	-64.5592
-1.5	-64.5592
-1.4	-64.5592
-1.3	-64.5592
-1.2	-64.5592
-1.1	-64.5592
-1	-64.5592
-0.9	-64.5592
-0.8	-64.5592
-0.7	-64.5592
-0.6	-64.5592
-0.5	-64.5592
-0.4	-64.5592
-0.3	-64.5592
-0.2	-64.5592
-0.1	-64.5592
0	-64.5592
0.1	-64.5592
0.2	-64.5592
0.3	-64.5592
0.4	-64.5592
0.5	-64.5593
0.6	-64.5593
0.7	-64.5593
0.8	-64.5593
0.9	-64.5593
1	-64.5593
1.1	-64.5593
1.2	-64.5593
1.3	-64.5593
1.4	-64.5593
1.5	-64.5593
1.6	-64.5593
1.7	-64.5593
1.8	-64.5593
1.9	-64.5594
2	-64.5594
2.1	-64.5594
2.2	-64.5594
2.3	-64.5594
2.4	-64.5594
2.5	-64.5594
2.6	-64.5594
2.7	-64.5594
2.8	-64.5594
2.9	-64.5594
3	-64.5594
3.1	-64.5595
3.2	-64.5595
3.3	-64.5595
3.4	-64.5595
3.5	-64.4904
3.6	-64.3396
3.7	-64.1359
3.8	-63.8269
3.9	-63.5687
4	-63.3312
4.1	-62.9125
4.2	-62.4694
4.3	-62.0338
4.4	-61.6346
4.5	-61.1396
4.6	-60.652
4.7	-60.1219
4.8	-59.559
4.9	-58.6163
5	-58.3185
5.1	-58.0179
5.2	-57.7942
5.3	-57.815
5.4	-57.4033
5.5	-57.1465
5.6	-56.8288
5.7	-56.6515
5.8	-56.3887
5.9	-56.0378
6	-55.7502
6.1	-55.1356
6.2	-54.9225
6.3	-54.3367
6.4	-54.0168
6.5	-54.2969
